onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0	n/a	n/a
11.5704	0.0002	Stimulus/S128	2	57852	n/a	n/a
18.6478	0.0002	Stimulus/S128	2	93239	n/a	n/a
26.725	0.0002	Stimulus/S128	2	133625	n/a	n/a
33.8162	0.0002	Stimulus/S128	2	169081	n/a	n/a
41.8868	0.0002	Stimulus/S128	2	209434	n/a	n/a
47.9568	0.0002	Stimulus/S128	2	239784	n/a	n/a
54.0272	0.0002	Stimulus/S128	2	270136	n/a	n/a
62.0908	0.0002	Stimulus/S128	2	310454	n/a	n/a
69.182	0.0002	Stimulus/S128	2	345910	n/a	n/a
75.2592	0.0002	Stimulus/S128	2	376296	n/a	n/a
83.3506	0.0002	Stimulus/S128	2	416753	n/a	n/a
90.4278	0.0002	Stimulus/S128	2	452139	n/a	n/a
96.491	0.0002	Stimulus/S128	2	482455	n/a	n/a
103.5546	0.0002	Stimulus/S128	2	517773	n/a	n/a
110.6248	0.0002	Stimulus/S128	2	553124	n/a	n/a
116.709	0.0002	Stimulus/S128	2	583545	n/a	n/a
123.7794	0.0002	Stimulus/S128	2	618897	n/a	n/a
130.8428	0.0002	Stimulus/S128	2	654214	n/a	n/a
136.9062	0.0002	Stimulus/S128	2	684531	n/a	n/a
143.9834	0.0002	Stimulus/S128	2	719917	n/a	n/a
150.0536	0.0002	Stimulus/S128	2	750268	n/a	n/a
158.1172	0.0002	Stimulus/S128	2	790586	n/a	n/a
164.1874	0.0002	Stimulus/S128	2	820937	n/a	n/a
172.251	0.0002	Stimulus/S128	2	861255	n/a	n/a
179.3214	0.0002	Stimulus/S128	2	896607	n/a	n/a
185.3848	0.0002	Stimulus/S128	2	926924	n/a	n/a
192.462	0.0002	Stimulus/S128	2	962310	n/a	n/a
199.5532	0.0002	Stimulus/S128	2	997766	n/a	n/a
205.6234	0.0002	Stimulus/S128	2	1028117	n/a	n/a
211.6936	0.0002	Stimulus/S128	2	1058468	n/a	n/a
219.7642	0.0002	Stimulus/S128	2	1098821	n/a	n/a
227.847	0.0002	Stimulus/S128	2	1139235	n/a	n/a
235.926	0.0002	Stimulus/S128	2	1179630	n/a	n/a
242.0032	0.0002	Stimulus/S128	2	1210016	n/a	n/a
248.0666	0.0002	Stimulus/S128	2	1240333	n/a	n/a
256.13	0.0002	Stimulus/S128	2	1280650	n/a	n/a
262.228	0.0002	Stimulus/S128	2	1311140	n/a	n/a
268.2982	0.0002	Stimulus/S128	2	1341491	n/a	n/a
276.3756	0.0002	Stimulus/S128	2	1381878	n/a	n/a
284.4392	0.0002	Stimulus/S128	2	1422196	n/a	n/a
291.5166	0.0002	Stimulus/S128	2	1457583	n/a	n/a
297.5798	0.0002	Stimulus/S128	2	1487899	n/a	n/a
304.6502	0.0002	Stimulus/S128	2	1523251	n/a	n/a
311.7206	0.0002	Stimulus/S128	2	1558603	n/a	n/a
319.798	0.0002	Stimulus/S128	2	1598990	n/a	n/a
327.867	0.0002	Stimulus/S128	2	1639335	n/a	n/a
336.0084	0.0002	Stimulus/S128	2	1680042	n/a	n/a
342.0718	0.0002	Stimulus/S128	2	1710359	n/a	n/a
350.1422	0.0002	Stimulus/S128	2	1750711	n/a	n/a
358.2196	0.0002	Stimulus/S128	2	1791098	n/a	n/a
364.283	0.0002	Stimulus/S128	2	1821415	n/a	n/a
371.3464	0.0002	Stimulus/S128	2	1856732	n/a	n/a
379.4154	0.0002	Stimulus/S128	2	1897077	n/a	n/a
386.4804	0.0002	Stimulus/S128	2	1932402	n/a	n/a
