onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0	n/a	n/a
10.8486	0.0002	Stimulus/S128	2	54243	n/a	n/a
16.9188	0.0002	Stimulus/S128	2	84594	n/a	n/a
23.989	0.0002	Stimulus/S128	2	119945	n/a	n/a
31.0526	0.0002	Stimulus/S128	2	155263	n/a	n/a
38.116	0.0002	Stimulus/S128	2	190580	n/a	n/a
45.1864	0.0002	Stimulus/S128	2	225932	n/a	n/a
53.2498	0.0002	Stimulus/S128	2	266249	n/a	n/a
59.3202	0.0002	Stimulus/S128	2	296601	n/a	n/a
65.4322	0.0002	Stimulus/S128	2	327161	n/a	n/a
73.5026	0.0002	Stimulus/S128	2	367513	n/a	n/a
80.573	0.0002	Stimulus/S128	2	402865	n/a	n/a
88.6364	0.0002	Stimulus/S128	2	443182	n/a	n/a
94.7136	0.0002	Stimulus/S128	2	473568	n/a	n/a
100.7838	0.0002	Stimulus/S128	2	503919	n/a	n/a
108.8544	0.0002	Stimulus/S128	2	544272	n/a	n/a
116.9178	0.0002	Stimulus/S128	2	584589	n/a	n/a
123.9814	0.0002	Stimulus/S128	2	619907	n/a	n/a
130.0516	0.0002	Stimulus/S128	2	650258	n/a	n/a
137.122	0.0002	Stimulus/S128	2	685610	n/a	n/a
143.1922	0.0002	Stimulus/S128	2	715961	n/a	n/a
151.2558	0.0002	Stimulus/S128	2	756279	n/a	n/a
158.319	0.0002	Stimulus/S128	2	791595	n/a	n/a
164.3894	0.0002	Stimulus/S128	2	821947	n/a	n/a
171.4528	0.0002	Stimulus/S128	2	857264	n/a	n/a
179.5302	0.0002	Stimulus/S128	2	897651	n/a	n/a
187.5938	0.0002	Stimulus/S128	2	937969	n/a	n/a
193.657	0.0002	Stimulus/S128	2	968285	n/a	n/a
200.7206	0.0002	Stimulus/S128	2	1003603	n/a	n/a
208.798	0.0002	Stimulus/S128	2	1043990	n/a	n/a
214.8682	0.0002	Stimulus/S128	2	1074341	n/a	n/a
221.9384	0.0002	Stimulus/S128	2	1109692	n/a	n/a
230.009	0.0002	Stimulus/S128	2	1150045	n/a	n/a
237.0864	0.0002	Stimulus/S128	2	1185432	n/a	n/a
243.1496	0.0002	Stimulus/S128	2	1215748	n/a	n/a
251.2132	0.0002	Stimulus/S128	2	1256066	n/a	n/a
259.2906	0.0002	Stimulus/S128	2	1296453	n/a	n/a
265.3608	0.0002	Stimulus/S128	2	1326804	n/a	n/a
272.4382	0.0002	Stimulus/S128	2	1362191	n/a	n/a
278.5224	0.0002	Stimulus/S128	2	1392612	n/a	n/a
286.5928	0.0002	Stimulus/S128	2	1432964	n/a	n/a
293.6632	0.0002	Stimulus/S128	2	1468316	n/a	n/a
299.7264	0.0002	Stimulus/S128	2	1498632	n/a	n/a
306.7898	0.0002	Stimulus/S128	2	1533949	n/a	n/a
312.8602	0.0002	Stimulus/S128	2	1564301	n/a	n/a
321.0	0.0002	Stimulus/S128	2	1605000	n/a	n/a
328.0704	0.0002	Stimulus/S128	2	1640352	n/a	n/a
334.1406	0.0002	Stimulus/S128	2	1670703	n/a	n/a
342.2042	0.0002	Stimulus/S128	2	1711021	n/a	n/a
349.2746	0.0002	Stimulus/S128	2	1746373	n/a	n/a
355.3448	0.0002	Stimulus/S128	2	1776724	n/a	n/a
362.4152	0.0002	Stimulus/S128	2	1812076	n/a	n/a
368.4786	0.0002	Stimulus/S128	2	1842393	n/a	n/a
376.5614	0.0002	Stimulus/S128	2	1882807	n/a	n/a
384.6264	0.0002	Stimulus/S128	2	1923132	n/a	n/a
