onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0	n/a	n/a
16.2998	0.0002	Stimulus/S128	2	81499	n/a	n/a
24.3964	0.0002	Stimulus/S128	2	121982	n/a	n/a
32.4616	0.0002	Stimulus/S128	2	162308	n/a	n/a
39.5388	0.0002	Stimulus/S128	2	197694	n/a	n/a
47.6024	0.0002	Stimulus/S128	2	238012	n/a	n/a
53.6796	0.0002	Stimulus/S128	2	268398	n/a	n/a
60.7638	0.0002	Stimulus/S128	2	303819	n/a	n/a
66.8272	0.0002	Stimulus/S128	2	334136	n/a	n/a
73.9044	0.0002	Stimulus/S128	2	369522	n/a	n/a
79.9748	0.0002	Stimulus/S128	2	399874	n/a	n/a
88.0452	0.0002	Stimulus/S128	2	440226	n/a	n/a
95.1088	0.0002	Stimulus/S128	2	475544	n/a	n/a
102.172	0.0002	Stimulus/S128	2	510860	n/a	n/a
109.2424	0.0002	Stimulus/S128	2	546212	n/a	n/a
116.3196	0.0002	Stimulus/S128	2	581598	n/a	n/a
124.3832	0.0002	Stimulus/S128	2	621916	n/a	n/a
132.4466	0.0002	Stimulus/S128	2	662233	n/a	n/a
140.5102	0.0002	Stimulus/S128	2	702551	n/a	n/a
146.5876	0.0002	Stimulus/S128	2	732938	n/a	n/a
152.6646	0.0002	Stimulus/S128	2	763323	n/a	n/a
159.749	0.0002	Stimulus/S128	2	798745	n/a	n/a
165.8192	0.0002	Stimulus/S128	2	829096	n/a	n/a
171.8894	0.0002	Stimulus/S128	2	859447	n/a	n/a
178.9598	0.0002	Stimulus/S128	2	894799	n/a	n/a
187.0302	0.0002	Stimulus/S128	2	935151	n/a	n/a
195.1146	0.0002	Stimulus/S128	2	975573	n/a	n/a
202.192	0.0002	Stimulus/S128	2	1010960	n/a	n/a
209.2762	0.0002	Stimulus/S128	2	1046381	n/a	n/a
217.3536	0.0002	Stimulus/S128	2	1086768	n/a	n/a
224.4448	0.0002	Stimulus/S128	2	1122224	n/a	n/a
230.5152	0.0002	Stimulus/S128	2	1152576	n/a	n/a
237.5856	0.0002	Stimulus/S128	2	1187928	n/a	n/a
243.6556	0.0002	Stimulus/S128	2	1218278	n/a	n/a
249.7262	0.0002	Stimulus/S128	2	1248631	n/a	n/a
257.8102	0.0002	Stimulus/S128	2	1289051	n/a	n/a
264.8736	0.0002	Stimulus/S128	2	1324368	n/a	n/a
270.9372	0.0002	Stimulus/S128	2	1354686	n/a	n/a
279.0008	0.0002	Stimulus/S128	2	1395004	n/a	n/a
285.0692	0.0002	Stimulus/S128	2	1425346	n/a	n/a
292.1342	0.0002	Stimulus/S128	2	1460671	n/a	n/a
300.2046	0.0002	Stimulus/S128	2	1501023	n/a	n/a
307.268	0.0002	Stimulus/S128	2	1536340	n/a	n/a
315.3316	0.0002	Stimulus/S128	2	1576658	n/a	n/a
323.4162	0.0002	Stimulus/S128	2	1617081	n/a	n/a
329.4862	0.0002	Stimulus/S128	2	1647431	n/a	n/a
335.5496	0.0002	Stimulus/S128	2	1677748	n/a	n/a
343.6132	0.0002	Stimulus/S128	2	1718066	n/a	n/a
349.6904	0.0002	Stimulus/S128	2	1748452	n/a	n/a
355.7606	0.0002	Stimulus/S128	2	1778803	n/a	n/a
362.824	0.0002	Stimulus/S128	2	1814120	n/a	n/a
368.8942	0.0002	Stimulus/S128	2	1844471	n/a	n/a
374.9576	0.0002	Stimulus/S128	2	1874788	n/a	n/a
383.035	0.0002	Stimulus/S128	2	1915175	n/a	n/a
390.126	0.0002	Stimulus/S128	2	1950630	n/a	n/a
