onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0	n/a	n/a
5.5408	0.0002	Stimulus/S128	2	27704	n/a	n/a
13.6112	0.0002	Stimulus/S128	2	68056	n/a	n/a
21.6816	0.0002	Stimulus/S128	2	108408	n/a	n/a
27.745	0.0002	Stimulus/S128	2	138725	n/a	n/a
34.8222	0.0002	Stimulus/S128	2	174111	n/a	n/a
42.8998	0.0002	Stimulus/S128	2	214499	n/a	n/a
49.991	0.0002	Stimulus/S128	2	249955	n/a	n/a
56.061	0.0002	Stimulus/S128	2	280305	n/a	n/a
62.1312	0.0002	Stimulus/S128	2	310656	n/a	n/a
70.2052	0.0002	Stimulus/S128	2	351026	n/a	n/a
76.272	0.0002	Stimulus/S128	2	381360	n/a	n/a
82.3424	0.0002	Stimulus/S128	2	411712	n/a	n/a
89.4126	0.0002	Stimulus/S128	2	447063	n/a	n/a
96.476	0.0002	Stimulus/S128	2	482380	n/a	n/a
102.5532	0.0002	Stimulus/S128	2	512766	n/a	n/a
108.6304	0.0002	Stimulus/S128	2	543152	n/a	n/a
114.7146	0.0002	Stimulus/S128	2	573573	n/a	n/a
120.7918	0.0002	Stimulus/S128	2	603959	n/a	n/a
126.8688	0.0002	Stimulus/S128	2	634344	n/a	n/a
133.9324	0.0002	Stimulus/S128	2	669662	n/a	n/a
142.0028	0.0002	Stimulus/S128	2	710014	n/a	n/a
149.0732	0.0002	Stimulus/S128	2	745366	n/a	n/a
155.1364	0.0002	Stimulus/S128	2	775682	n/a	n/a
162.2068	0.0002	Stimulus/S128	2	811034	n/a	n/a
170.2704	0.0002	Stimulus/S128	2	851352	n/a	n/a
177.3408	0.0002	Stimulus/S128	2	886704	n/a	n/a
184.411	0.0002	Stimulus/S128	2	922055	n/a	n/a
192.4746	0.0002	Stimulus/S128	2	962373	n/a	n/a
198.5448	0.0002	Stimulus/S128	2	992724	n/a	n/a
204.622	0.0002	Stimulus/S128	2	1023110	n/a	n/a
211.7132	0.0002	Stimulus/S128	2	1058566	n/a	n/a
219.7838	0.0002	Stimulus/S128	2	1098919	n/a	n/a
226.868	0.0002	Stimulus/S128	2	1134340	n/a	n/a
232.9382	0.0002	Stimulus/S128	2	1164691	n/a	n/a
239.0014	0.0002	Stimulus/S128	2	1195007	n/a	n/a
246.0788	0.0002	Stimulus/S128	2	1230394	n/a	n/a
254.1492	0.0002	Stimulus/S128	2	1270746	n/a	n/a
262.2544	0.0002	Stimulus/S128	2	1311272	n/a	n/a
270.332	0.0002	Stimulus/S128	2	1351660	n/a	n/a
277.4162	0.0002	Stimulus/S128	2	1387081	n/a	n/a
285.4866	0.0002	Stimulus/S128	2	1427433	n/a	n/a
293.571	0.0002	Stimulus/S128	2	1467855	n/a	n/a
300.6484	0.0002	Stimulus/S128	2	1503242	n/a	n/a
308.7884	0.0002	Stimulus/S128	2	1543942	n/a	n/a
315.8586	0.0002	Stimulus/S128	2	1579293	n/a	n/a
323.9346	0.0002	Stimulus/S128	2	1619673	n/a	n/a
330.9996	0.0002	Stimulus/S128	2	1654998	n/a	n/a
338.063	0.0002	Stimulus/S128	2	1690315	n/a	n/a
344.1262	0.0002	Stimulus/S128	2	1720631	n/a	n/a
350.1964	0.0002	Stimulus/S128	2	1750982	n/a	n/a
358.2738	0.0002	Stimulus/S128	2	1791369	n/a	n/a
364.3372	0.0002	Stimulus/S128	2	1821686	n/a	n/a
372.4008	0.0002	Stimulus/S128	2	1862004	n/a	n/a
380.4642	0.0002	Stimulus/S128	2	1902321	n/a	n/a
