onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0	n/a	n/a
7.1768	0.0002	Stimulus/S128	2	35884	n/a	n/a
13.014	0.0002	Stimulus/S128	2	65070	n/a	n/a
20.8586	0.0002	Stimulus/S128	2	104293	n/a	n/a
28.7	0.0002	Stimulus/S128	2	143500	n/a	n/a
35.541	0.0002	Stimulus/S128	2	177705	n/a	n/a
43.3824	0.0002	Stimulus/S128	2	216912	n/a	n/a
49.2234	0.0002	Stimulus/S128	2	246117	n/a	n/a
56.0628	0.0002	Stimulus/S128	2	280314	n/a	n/a
62.9058	0.0002	Stimulus/S128	2	314529	n/a	n/a
70.747	0.0002	Stimulus/S128	2	353735	n/a	n/a
77.5812	0.0002	Stimulus/S128	2	387906	n/a	n/a
85.4226	0.0002	Stimulus/S128	2	427113	n/a	n/a
92.2568	0.0002	Stimulus/S128	2	461284	n/a	n/a
99.098	0.0002	Stimulus/S128	2	495490	n/a	n/a
105.939	0.0002	Stimulus/S128	2	529695	n/a	n/a
113.7806	0.0002	Stimulus/S128	2	568903	n/a	n/a
119.6146	0.0002	Stimulus/S128	2	598073	n/a	n/a
125.4486	0.0002	Stimulus/S128	2	627243	n/a	n/a
132.2828	0.0002	Stimulus/S128	2	661414	n/a	n/a
138.117	0.0002	Stimulus/S128	2	690585	n/a	n/a
144.951	0.0002	Stimulus/S128	2	724755	n/a	n/a
150.7852	0.0002	Stimulus/S128	2	753926	n/a	n/a
157.6194	0.0002	Stimulus/S128	2	788097	n/a	n/a
164.4536	0.0002	Stimulus/S128	2	822268	n/a	n/a
170.2878	0.0002	Stimulus/S128	2	851439	n/a	n/a
178.129	0.0002	Stimulus/S128	2	890645	n/a	n/a
183.963	0.0002	Stimulus/S128	2	919815	n/a	n/a
189.7972	0.0002	Stimulus/S128	2	948986	n/a	n/a
197.6386	0.0002	Stimulus/S128	2	988193	n/a	n/a
204.4726	0.0002	Stimulus/S128	2	1022363	n/a	n/a
212.314	0.0002	Stimulus/S128	2	1061570	n/a	n/a
219.1552	0.0002	Stimulus/S128	2	1095776	n/a	n/a
224.9894	0.0002	Stimulus/S128	2	1124947	n/a	n/a
231.8236	0.0002	Stimulus/S128	2	1159118	n/a	n/a
238.6646	0.0002	Stimulus/S128	2	1193323	n/a	n/a
244.4988	0.0002	Stimulus/S128	2	1222494	n/a	n/a
251.3384	0.0002	Stimulus/S128	2	1256692	n/a	n/a
257.174	0.0002	Stimulus/S128	2	1285870	n/a	n/a
265.0154	0.0002	Stimulus/S128	2	1325077	n/a	n/a
270.8494	0.0002	Stimulus/S128	2	1354247	n/a	n/a
278.6906	0.0002	Stimulus/S128	2	1393453	n/a	n/a
286.532	0.0002	Stimulus/S128	2	1432660	n/a	n/a
294.3734	0.0002	Stimulus/S128	2	1471867	n/a	n/a
302.2146	0.0002	Stimulus/S128	2	1511073	n/a	n/a
310.056	0.0002	Stimulus/S128	2	1550280	n/a	n/a
317.8972	0.0002	Stimulus/S128	2	1589486	n/a	n/a
325.7386	0.0002	Stimulus/S128	2	1628693	n/a	n/a
331.5726	0.0002	Stimulus/S128	2	1657863	n/a	n/a
339.4278	0.0002	Stimulus/S128	2	1697139	n/a	n/a
345.2618	0.0002	Stimulus/S128	2	1726309	n/a	n/a
352.103	0.0002	Stimulus/S128	2	1760515	n/a	n/a
357.9372	0.0002	Stimulus/S128	2	1789686	n/a	n/a
363.7782	0.0002	Stimulus/S128	2	1818891	n/a	n/a
369.6122	0.0002	Stimulus/S128	2	1848061	n/a	n/a
